,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9823492277466964,0.9998178869484717,0.9743209395931272,0.9943353034483444,0.9956813124025172,0.9909754546061224,0.9995163021223281,0.9947601031812674,0.9966477973754629,0.99925457822809,0.9918957383490731,0.9907593551084718
validation,0.9376800403744585,0.9993375038473089,0.9129565943622023,0.9804086537158304,0.9844970899437355,0.9681509813557889,0.9983429069311789,0.9827229701404845,0.9877204570152119,0.997361476185975,0.9704023070611942,0.966663129104385
test,0.9408925115747265,0.999382847276497,0.9196429168886022,0.9812203153551725,0.9854058784686651,0.9692582128983984,0.9984117921608772,0.9819249442800487,0.9889580712617655,0.9975020617932796,0.9723390092025359,0.9686041672200678
