,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.8659472777082068,0.7641265513780435,0.7675809100555542,0.9505505375198264,0.8543936253049871,0.8612506074056134,0.9494761107600977,0.46268524796645605,0.7665513502975583,0.9224274836302726,0.9144204931530369,0.8285772517741523
validation,0.8443637523585406,0.7224700848417629,0.7341859359932288,0.9416752356239295,0.8298096369611048,0.8398526440334276,0.9411208645302221,0.3996898002342678,0.7376592463216175,0.9087310758451028,0.8998447645499812,0.7998833353952232
test,0.8384904573715086,0.7179429553366252,0.7234183891052387,0.9412553847578908,0.826046236747524,0.8330641801234899,0.9400617449781526,0.37658418045559106,0.7172978089586379,0.9076571147144159,0.8959336269185394,0.7927438978486137
