,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9350472092647013,0.8898434687491346,0.8613064598094339,0.9798357292508013,0.9352688718214267,0.9215020702999831,0.979723732482633,0.9164489746530432,0.923210587913901,0.9631115124079679,0.9582023095732053,0.9238801353467159
validation,0.9170468598180372,0.8484276518891067,0.8302862407487708,0.9753131728132541,0.9167674857709324,0.9026312516947615,0.9751882664144513,0.9030158602712548,0.9056520764249039,0.95417220401503,0.945873378573909,0.9047429796920241
test,0.9189311294208011,0.8561554187364795,0.8311991950000301,0.9752549768298827,0.9202293426876683,0.9035482378084193,0.9750300167045173,0.8958799811575646,0.8993247137570407,0.9535910971275838,0.9476550256063706,0.9043932708695044
