,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9216071585170482,0.8612593888126805,0.8111771765219289,0.972846474498333,0.9197004523289243,0.9055863069591225,0.9728134014225328,0.8712115498468361,0.8936618434217276,0.9532717404181498,0.9509840735157173,0.9030435819003936
validation,0.9024728490472737,0.8219908222159077,0.7796911451147278,0.9673039395453261,0.9010905746193543,0.8851880407843398,0.967464492884093,0.8633165873038819,0.8780983796249077,0.9435729159396611,0.9382139246214152,0.8817610621146338
test,0.9036185665400385,0.8215226572560818,0.7753449295597119,0.966787017442277,0.902228267633515,0.8843379284532058,0.9667260292596106,0.8419104238825235,0.8617790573240269,0.9418195367613201,0.9395894979643458,0.8790404616077094
