,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9252116050538819,0.9987157018590503,0.887251136537689,-2.87512619147047,0.9741292910790883,0.9465355552112228,0.9968653886904942,0.9858430848643907,0.950278106907153,0.9966448026190794,0.9647154398871658,0.9502524376538075
validation,0.7563636991877072,0.9958230206677943,0.6404259831833801,-12.69290890275628,0.9169714837938713,0.8291871073787336,0.9899818714097546,0.9534410002090957,0.8392351233302604,0.9880138434166601,0.8849603268328337,0.8370423841408069
test,0.7586814734740315,0.9958010789037071,0.6278963470207158,-10.152354923285406,0.9146055599522922,0.8211454210480141,0.9899342976639728,0.954828899594884,0.8419165479521438,0.9895803409287424,0.8842060472222072,0.8326041285231979
