,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.8999571340283147,0.8176473480147094,0.8061856628158415,0.9618122746368047,0.8947424011891159,0.8883556491809351,0.961303814453846,0.7380764712433647,0.8460950822780161,0.9395115131217687,0.9370413296534299,0.8721178871917887
validation,0.8784164441856523,0.7769080558328427,0.7723631111523376,0.9549392197538157,0.872549937345284,0.8661449729730946,0.9539670877832614,0.7282587935550495,0.8240365835950035,0.927058140171373,0.9226959167387597,0.844703401091668
test,0.8783983660314142,0.7713537633842178,0.7689716380802551,0.9541877318321711,0.8737808438362117,0.8659079723034676,0.953189231494546,0.6868077359964393,0.8066214011645623,0.9263562506508309,0.9230201956806878,0.8434626527910593
