,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9645324806637519,0.9995168394009897,0.9307146472688822,0.9989244399107879,0.9899555138889956,0.9686583567217683,0.9988107827800938,0.9849727216978171,0.9893417018264898,0.9987645779683539,0.9816226283776041,0.9783950320386731
validation,0.8830881682108732,0.9983969797539097,0.7778804391386267,0.9965432170649818,0.966692388266581,0.8994392978747587,0.996132313108907,0.9540578688307205,0.9637878355254127,0.995956827711412,0.939145776859531,0.9287361011250101
test,0.8852653740442106,0.998451438891327,0.777207242323313,0.9966295472806104,0.967256982543254,0.8983163024668015,0.9962898792025172,0.9530456720896566,0.9659740086193636,0.9960453907077552,0.940488065610182,0.9297170873751087
