,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9781532163103044,0.9997057601937784,0.9530488628460234,0.9992436095627749,0.9935730313671538,0.9792671161766906,0.9992068354398486,0.9887438714372674,0.9942291595224145,0.9991312088637088,0.9885941295999909,0.9860070117885579
validation,0.922981885894143,0.9989634140015368,0.8418307919547188,0.9974082187458517,0.9774638288601847,0.9289195032654726,0.9973149994270181,0.9645484980849814,0.9798254753319395,0.996969078333988,0.9591631782282879,0.9512694686230839
test,0.9274911284861774,0.9990122951833692,0.8466591334833002,0.9976051269452673,0.9784308071137774,0.9311363308711378,0.9974447145270001,0.965673004277293,0.9806746009561903,0.9971323379856871,0.9621272606548208,0.9534878651717178
