,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9794894706732084,0.9999163848094985,0.9927766808015208,0.9996955271144037,0.9978294096668804,0.9961479724023923,0.9997309548575464,0.9983725250031691,0.9985894098931911,0.9996824271313022,0.892775083007834,0.995705644404852
validation,0.9103391609718772,0.9996640916265956,0.9738685541301716,0.9988929534478137,0.9918840396973764,0.9859374683250988,0.9990167734710731,0.9939222868588768,0.9946702069285679,0.9987993474117081,0.5267524599831659,0.9841984589429306
test,0.9286428665013275,0.9997019656187537,0.9753859795344965,0.9989904363591151,0.9925371955410738,0.9866664190862015,0.9990903100388537,0.9945748375479341,0.9951224049266384,0.9989101429831322,0.6300268438635416,0.9851851743385794
