,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
bert-base-uncased,,0.7859438010057973,0.7029534175061465,0.8213898475008725,0.8370789059321606,0.7828966292400306,0.8155377845205926,0.8176776103672203,0.8653334292792434,0.8297187043602294,0.9377065582076419,0.8519947994469389
xlm-roberta-base,0.7004150862723314,,0.6950997876638483,0.8174886814710239,0.8267220260350534,0.7912680389579048,0.8168897882416487,0.8471535706122123,0.8338466439520302,0.8390038991328439,0.7536775111642242,0.8465473084729453
bert-base-multilingual-cased,0.7061228991960955,0.7860780974705414,,0.7896050632987337,0.8007385450337485,0.8723164460615962,0.7865060853157708,0.8251005575614093,0.8261999577675719,0.8064559365462798,0.7581614782554567,0.8202564726876906
allenai/longformer-base-4096,0.7680184996398094,0.8135375428874443,0.7095813828665302,,0.8841879126232374,0.7956467866141692,0.9705304523657314,0.8615669135986439,0.8632890055115144,0.9363156468608398,0.8161504597643761,0.8613237243809486
microsoft/deberta-base,0.7649281807787282,0.8118675268493919,0.7120775895102628,0.869171880789471,,0.7979776621544309,0.8649936104055311,0.8645515059363718,0.8720071417835107,0.8840619492053695,0.8124080455037372,0.8629326419214285
distilbert-base-multilingual-cased,0.7189018763457398,0.8121293575568905,0.813415371094844,0.8041143892411289,0.8141941221229952,,0.8032326190637253,0.8309307959698273,0.8253202727216853,0.8287787230244615,0.7768125370006413,0.8372941732770923
roberta-base,0.7612422396976104,0.8136271370622767,0.7058935061799954,0.9724004311840265,0.8819221340161585,0.7944617635691948,,0.8598227378079778,0.8615534596208696,0.9400255724723665,0.8105430794454427,0.8612726604993113
xlnet-base-cased,0.7081930712631574,0.7689217082999049,0.6756603832177344,0.8053259693934233,0.8223626992696913,0.7584764833250919,0.7987021648583794,,0.8152780676777702,0.8182911808507749,0.757405741170261,0.8243993006359177
google/electra-base-discriminator,0.6230783532551623,0.7360497045646305,0.5828326863273576,0.7539474430075551,0.757627557809754,0.6515849980676311,0.7531385437585558,0.8059101213327344,,0.756773137449938,0.6644500189015324,0.7891163584556586
distilroberta-base,0.7531607507657249,0.8182233624700135,0.7124758946077719,0.921999468778052,0.8786110651908077,0.8048356136410046,0.9265776356706034,0.860498765134519,0.8495335872552999,,0.8076309303963227,0.86206991795291
distilbert-base-uncased,0.9162990443435292,0.8007808744307199,0.7205155973873625,0.8337049154399755,0.8481604961503153,0.804418880171196,0.8282415815366216,0.8312563197344962,0.8676774051033082,0.8467121254246354,,0.8656710038099196
albert-base-v2,0.7130879962428737,0.7964052954812937,0.6747212330485904,0.8093010570442689,0.8218836723424161,0.765454444195046,0.8077319773287196,0.8450603252850688,0.8596513877368956,0.8248187014889289,0.7672363617176208,
