,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.8154012704270284,0.6798098415549774,0.7317982280726467,0.9336625508018345,0.7913460109115534,0.8344632558178451,0.9293757748127801,0.4136991732809703,0.66794025425159,0.901416339406929,0.8806975910324785,0.7662008340075523
validation,0.7863345929088943,0.629098374860596,0.6905108992016564,0.9225772738285838,0.7578994559634212,0.8101970039999888,0.917677349851601,0.3286857161592813,0.6181046231894121,0.8848253179371188,0.8614606453089877,0.7266634557423806
test,0.7829292240176754,0.6319442820607387,0.6846860864676337,0.9240283903005708,0.7554630790409467,0.8048384147776166,0.9186023709149389,0.32547280608364404,0.6142589043607201,0.886821772965031,0.859308862206856,0.7239506432729659
