,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9426291404285769,0.9125257836428188,0.8962529902686757,0.9786560666859487,0.9448888381511608,0.9339843394135381,0.9807828958989316,0.935653524521648,0.9410184300687633,0.9693633526058716,0.9616649948097813,0.9385178460372566
validation,0.9272517859762137,0.8810652279572062,0.8720440914551337,0.9735375092722475,0.9290465336434077,0.9176139956424718,0.9758034200888379,0.9264930867408178,0.9284926778306002,0.961773471220604,0.9506651792318431,0.9233216123152537
test,0.9282883992758575,0.8808446934587743,0.8740809304340301,0.9740518676026164,0.9311386237538367,0.9176442238361946,0.9760684774539168,0.9193691541296052,0.9227926745784394,0.9611564372515184,0.9514380781010244,0.9222721335480815
