,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9449616707708596,0.9992092734253321,0.907649619506078,0.9985238904002821,0.9835596369268422,0.9568551302670223,0.9981278576236124,0.9873518000143195,0.978152021083809,0.9983863326053511,0.972537910949117,0.9668644770405925
validation,0.8229212656269198,0.997418490868125,0.7100476339537445,0.9952425556457597,0.9471655825604818,0.863948811266624,0.9940666464293066,0.9602500227755697,0.9294031021918833,0.9947820727815616,0.9119295641377014,0.8921566391686457
test,0.8201116236973035,0.9973705116544473,0.6980415534140796,0.9952482047785721,0.9452536819814018,0.856509479539085,0.9939480945363266,0.959878324182727,0.9297093976493552,0.9947470314130145,0.9098774635191123,0.8896678219642172
