,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9999999976248171,0.9999999995492728,0.9999999993776489,0.9999999981842954,0.9999999995263911,0.9999999996108678,0.9999998484517859,0.999999999462347,0.9999999978608813,0.9999999998909115,0.9999999984528033,0.9999999992742696
validation,0.9999999644825381,0.999999865587788,0.9999999971866804,0.999999996140181,0.9999999539399563,0.9999999965345244,0.9999965291202324,0.9999999985897657,0.9999999652929177,0.9999999980287144,0.9999999898244831,0.9999999897605075
test,0.9999999644825381,0.999999865587788,0.9999999971866804,0.999999996140181,0.9999999539399563,0.9999999965345244,0.9999965291202324,0.9999999985897657,0.9999999652929177,0.9999999980287144,0.9999999898244831,0.9999999897605075
