,bert-base-uncased,xlm-roberta-base,bert-base-multilingual-cased,allenai/longformer-base-4096,microsoft/deberta-base,distilbert-base-multilingual-cased,roberta-base,xlnet-base-cased,google/electra-base-discriminator,distilroberta-base,distilbert-base-uncased,albert-base-v2
train,0.9906828839002373,0.9998579748029154,0.9795545415943463,0.99963626639523,0.9969733740591435,0.9908358877316262,0.999637315391932,0.9972708310991117,0.9978761147646854,0.9995761524444906,0.9946679360318372,0.993489545916375
validation,0.9663928643053293,0.9994889526018781,0.9302455489650725,0.9987409971802816,0.9890906558982157,0.9676753168063548,0.9987266388375745,0.9904637368338711,0.9922568639257553,0.9984656336915176,0.9804727131071422,0.9765097528172602
test,0.9672978216615512,0.9994943553367819,0.9315016956992768,0.9987630846699741,0.9894433210853429,0.9681177881529751,0.9987706777895254,0.9905606793176133,0.9925736993700012,0.9985328077858859,0.9812163142841037,0.9771278863907159
